project-name,pom-jacoco,pom-cobertura,pom-javadoc,travis,gha,file-name,yml-codecov,yml-coveralls,yml-sonar,yml-jacoco,yml-cobertura,yml-javadoc,mvn-mvnw,candidate
quarkusio/quarkus,No,No,Yes,No,Yes,native-cron-build.yml.disabled,No,No,No,No,No,No,Yes,Maybe
quarkusio/quarkus,No,No,Yes,No,Yes,quarkus-bot-lint.yml,No,No,No,No,No,No,No,No
quarkusio/quarkus,No,No,Yes,No,Yes,release-build.yml,No,No,No,No,No,No,Yes,Maybe
quarkusio/quarkus,No,No,Yes,No,Yes,sonarcloud.yml,No,No,Yes,No,No,No,Yes,No
quarkusio/quarkus,No,No,Yes,No,Yes,sonarcloud.yml.disabled,No,No,Yes,No,No,No,Yes,No
google/guice,No,No,Yes,No,Yes,ci.yml,No,No,No,No,No,No,Yes,Maybe
NLPchina/elasticsearch-sql,No,No,Yes,Yes,No,.travis.yml,No,No,No,No,No,No,Yes,Maybe
gephi/gephi,No,No,Yes,Yes,No,.travis.yml,No,No,No,No,No,Yes,Yes,Yes
apache/flume,No,No,Yes,Yes,No,.travis.yml,No,No,No,No,No,No,Yes,Maybe
seata/seata-samples,Yes,No,Yes,Yes,Yes,.travis.yml,No,No,No,No,No,No,Yes,Maybe
seata/seata-samples,Yes,No,Yes,Yes,Yes,maven.yml,No,No,No,No,No,No,Yes,Maybe
codingapi/tx-lcn,Yes,No,Yes,Yes,No,.travis.yml,Yes,No,No,No,No,No,Yes,No
dromara/hmily,No,Yes,Yes,No,Yes,main.yml,Yes,No,No,No,Yes,No,Yes,No
bytedeco/javacv,No,No,Yes,Yes,Yes,.travis.yml,No,No,No,No,No,No,Yes,Maybe
bytedeco/javacv,No,No,Yes,Yes,Yes,javacv.yml,No,No,No,No,No,No,No,No
apache/commons-lang,Yes,No,Yes,Yes,Yes,.travis.yml,No,Yes,No,Yes,No,Yes,Yes,No
apache/commons-lang,Yes,No,Yes,Yes,Yes,maven.yml,No,No,No,No,No,No,Yes,Maybe
intuit/karate,Yes,No,Yes,No,Yes,jdk-compat.yml,No,No,No,No,No,No,Yes,Maybe
intuit/karate,Yes,No,Yes,No,Yes,maven-build.yml,No,No,No,No,No,No,Yes,Maybe
intuit/karate,Yes,No,Yes,No,Yes,maven-release.yaml.todo,No,No,No,No,No,No,Yes,Maybe
essentials/Essentials,No,No,Yes,Yes,No,.travis.yml,No,No,No,No,No,No,Yes,Maybe
apache/cxf,No,No,Yes,No,Yes,codeql-analysis.yml,No,No,No,No,No,No,Yes,Maybe
trinodb/trino,Yes,No,Yes,No,Yes,ci.yml,No,No,No,No,No,No,Yes,Maybe
trinodb/trino,Yes,No,Yes,No,Yes,cleanup.yml,No,No,No,No,No,No,No,No
igniterealtime/Openfire,No,No,Yes,No,Yes,codeql-analysis.yml,No,No,No,No,No,No,Yes,Maybe
igniterealtime/Openfire,No,No,Yes,No,Yes,continuous-integration-workflow.yml,No,No,No,Yes,No,No,Yes,Yes
igniterealtime/Openfire,No,No,Yes,No,Yes,database-upgrades.yml,No,No,No,No,No,No,Yes,Maybe
graphhopper/graphhopper,No,No,Yes,Yes,Yes,.travis.yml,No,No,No,No,No,No,Yes,Maybe
graphhopper/graphhopper,No,No,Yes,Yes,Yes,push-packages.yml,No,No,No,No,No,No,Yes,Maybe
graphhopper/graphhopper,No,No,Yes,Yes,Yes,remove-old-artifacts.yml,No,No,No,No,No,No,No,No
flyway/flyway,No,No,Yes,Yes,No,.travis.yml,No,No,No,No,No,No,Yes,Maybe
microservices-demo/carts,Yes,No,No,Yes,Yes,.travis.yml,No,No,No,No,No,No,No,No
microservices-demo/carts,Yes,No,No,Yes,Yes,main.yaml,No,No,No,No,No,No,No,No
alibaba/jvm-sandbox,No,Yes,Yes,Yes,No,.travis.yml,Yes,No,No,No,Yes,No,Yes,No
pmd/pmd,Yes,No,Yes,No,Yes,build.yml,No,No,No,No,No,No,No,No
pmd/pmd,Yes,No,Yes,No,Yes,git-repo-sync.yml,No,No,No,No,No,No,No,No
pmd/pmd,Yes,No,Yes,No,Yes,troubleshooting.yml,No,No,No,No,No,No,No,No
alibaba/transmittable-thread-local,Yes,No,Yes,Yes,No,.travis.yml,Yes,No,No,No,No,No,No,No
jOOQ/jOOQ,No,No,Yes,Yes,No,.travis.yml,No,No,No,No,No,No,Yes,Maybe
sofastack/sofa-rpc,Yes,No,Yes,Yes,Yes,.travis.yml,Yes,No,No,No,No,No,Yes,No
sofastack/sofa-rpc,Yes,No,Yes,Yes,Yes,maven.yml,Yes,No,No,No,No,No,Yes,No
hapifhir/hapi-fhir,Yes,Yes,Yes,No,Yes,codeql-analysis.yml,No,No,No,No,No,No,No,No
JSQLParser/JSqlParser,Yes,Yes,Yes,Yes,No,.travis.yml,No,Yes,No,No,Yes,No,Yes,No
camunda/camunda-bpm-platform,No,No,Yes,No,Yes,java-dependency-tree.yml,No,No,No,No,No,No,No,No
kiegroup/jbpm,Yes,No,No,No,Yes,pull_request.yml,No,No,No,No,No,No,No,No
jwtk/jjwt,No,No,Yes,Yes,No,.travis.yml,No,Yes,No,No,No,No,Yes,No
apache/parquet-mr,No,Yes,Yes,Yes,Yes,.travis.yml,No,No,No,No,No,No,Yes,Maybe
apache/parquet-mr,No,Yes,Yes,Yes,Yes,test.yml,No,No,No,No,No,No,Yes,Maybe
citerus/dddsample-core,No,Yes,Yes,Yes,No,.travis.yml,No,No,No,No,No,No,No,No
sarxos/webcam-capture,No,Yes,Yes,Yes,No,.travis.yml,No,Yes,No,No,Yes,No,Yes,No
apache/curator,No,No,Yes,Yes,No,.travis.yml,No,No,No,No,No,No,No,No
spring-projects/spring-data-jpa,Yes,No,No,No,Yes,project.yml,No,No,No,No,No,No,No,No
DSpace/DSpace,Yes,No,Yes,No,Yes,build.yml,Yes,No,No,No,No,No,Yes,No
DSpace/DSpace,Yes,No,Yes,No,Yes,issue_opened.yml,No,No,No,No,No,No,No,No
DSpace/DSpace,Yes,No,Yes,No,Yes,label_merge_conflicts.yml,No,No,No,No,No,No,No,No
JanusGraph/janusgraph,Yes,Yes,Yes,No,Yes,ci-backend-cql.yml,Yes,No,No,Yes,No,No,Yes,No
JanusGraph/janusgraph,Yes,Yes,Yes,No,Yes,ci-backend-hbase.yml,Yes,No,No,Yes,No,No,Yes,No
JanusGraph/janusgraph,Yes,Yes,Yes,No,Yes,ci-core.yml,Yes,No,No,Yes,No,No,Yes,No
JanusGraph/janusgraph,Yes,Yes,Yes,No,Yes,ci-docs.yml,No,No,No,No,No,No,Yes,Maybe
JanusGraph/janusgraph,Yes,Yes,Yes,No,Yes,ci-index-es.yml,Yes,No,No,Yes,No,No,Yes,No
JanusGraph/janusgraph,Yes,Yes,Yes,No,Yes,ci-index-solr.yml,Yes,No,No,Yes,No,No,Yes,No
JanusGraph/janusgraph,Yes,Yes,Yes,No,Yes,ci-java-11.yml,Yes,No,No,No,No,No,Yes,No
JanusGraph/janusgraph,Yes,Yes,Yes,No,Yes,ci-release.yml,No,No,No,No,No,No,Yes,Maybe
JanusGraph/janusgraph,Yes,Yes,Yes,No,Yes,lint-proto.yml,No,No,No,No,No,No,No,No
qos-ch/logback,No,Yes,Yes,Yes,No,.travis.yml,No,No,No,No,No,No,Yes,Maybe
SpigotMC/BungeeCord,No,No,Yes,No,Yes,maven.yml,No,No,No,No,No,No,Yes,Maybe
apache/hudi,Yes,No,Yes,Yes,Yes,.travis.yml,No,No,No,No,No,No,No,No
apache/hudi,Yes,No,Yes,Yes,Yes,bot.yml,No,No,No,No,No,No,No,No
nutzam/nutz,No,No,Yes,Yes,No,.travis.yml,No,No,No,No,No,No,Yes,Maybe
apache/mahout,Yes,No,Yes,Yes,Yes,.travis.yml,No,No,No,No,No,No,Yes,Maybe
apache/mahout,Yes,No,Yes,Yes,Yes,website.yml,No,No,No,No,No,No,No,No
fabric8io/kubernetes-client,Yes,No,Yes,No,Yes,build.yml,No,No,No,No,No,No,Yes,Maybe
fabric8io/kubernetes-client,Yes,No,Yes,No,Yes,e2e-tests.yml,No,No,No,No,No,No,Yes,Maybe
fabric8io/kubernetes-client,Yes,No,Yes,No,Yes,gobuild.yml,No,No,No,No,No,No,No,No
fabric8io/kubernetes-client,Yes,No,Yes,No,Yes,javadocs.yml,No,No,No,No,No,Yes,Yes,Yes
fabric8io/kubernetes-client,Yes,No,Yes,No,Yes,license.yml,No,No,No,No,No,No,Yes,Maybe
fabric8io/kubernetes-client,Yes,No,Yes,No,Yes,sonar.yml,No,No,Yes,No,No,No,Yes,No
fabric8io/kubernetes-client,Yes,No,Yes,No,Yes,windows-build.yml,No,No,No,No,No,No,Yes,Maybe
Javen205/IJPay,No,Yes,Yes,Yes,No,.travis.yml,Yes,No,No,No,Yes,No,Yes,No
geotools/geotools,Yes,No,Yes,No,Yes,backport.yml,No,No,No,No,No,No,No,No
geotools/geotools,Yes,No,Yes,No,Yes,db2_online.yml,No,No,No,No,No,No,Yes,Maybe
geotools/geotools,Yes,No,Yes,No,Yes,geopkg_online.yml,No,No,No,No,No,No,Yes,Maybe
geotools/geotools,Yes,No,Yes,No,Yes,integration.yml,No,No,No,No,No,No,Yes,Maybe
geotools/geotools,Yes,No,Yes,No,Yes,linux_jdk11.yml,No,No,No,No,No,No,Yes,Maybe
geotools/geotools,Yes,No,Yes,No,Yes,linux_jdk8.yml,No,No,No,No,No,No,Yes,Maybe
geotools/geotools,Yes,No,Yes,No,Yes,macos.yml,No,No,No,No,No,No,Yes,Maybe
geotools/geotools,Yes,No,Yes,No,Yes,mssql_online.yml,No,No,No,No,No,No,Yes,Maybe
geotools/geotools,Yes,No,Yes,No,Yes,mysql_online.yml,No,No,No,No,No,No,Yes,Maybe
geotools/geotools,Yes,No,Yes,No,Yes,oracle_online.yml,No,No,No,No,No,No,Yes,Maybe
geotools/geotools,Yes,No,Yes,No,Yes,postgis_online.yml,No,No,No,No,No,No,Yes,Maybe
geotools/geotools,Yes,No,Yes,No,Yes,qa.yml,No,No,No,No,No,No,Yes,Maybe
geotools/geotools,Yes,No,Yes,No,Yes,windows.yml,No,No,No,No,No,No,Yes,Maybe
Graylog2/graylog2-server,No,No,Yes,No,Yes,build.yml,No,No,No,No,No,Yes,Yes,Yes
Konloch/bytecode-viewer,No,No,Yes,No,Yes,maven.yml,No,No,No,No,No,No,Yes,Maybe
